age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status,predicted_pd,expected_loss,decision,risk_bucket,interest_rate_model
35,Self-Employed,11.5,61914,657,13.8,850,11268,0,0,0,Personal Loan,Education,88000,12.72,0.182,1.421,0.474,1,0.7846652,31072.74298667908,0,"(0.77, 0.839]",0.566649
28,Employed,7.2,58816,534,1.6,14,7480,0,0,0,Personal Loan,Medical,59900,16.11,0.127,1.018,0.339,0,0.13495918,3637.8245940059423,1,"(0.0578, 0.202]",0.12809744
25,Student,1.5,39067,610,1.9,94,7356,0,0,0,Personal Loan,Medical,72500,14.0,0.188,1.856,0.619,0,0.2884769,9411.559324711561,1,"(0.202, 0.372]",0.23172191
33,Student,0.4,15000,680,13.8,713,4362,0,0,0,Personal Loan,Personal,22600,11.56,0.291,1.507,0.502,1,0.6987181,7105.962781906128,0,"(0.604, 0.77]",0.5086347
35,Self-Employed,10.6,48609,540,16.0,4561,20314,0,1,0,Personal Loan,Education,79100,16.77,0.418,1.627,0.542,0,0.25256982,8990.222901552916,1,"(0.202, 0.372]",0.20748463
48,Employed,15.0,54703,653,20.0,396,10383,0,0,0,Personal Loan,Personal,17400,11.7,0.19,0.318,0.106,1,0.8010777,6272.438575029373,0,"(0.77, 0.839]",0.57772744
43,Self-Employed,14.4,77706,630,10.5,6099,18536,0,1,0,Personal Loan,Business,33700,13.51,0.239,0.434,0.145,1,0.6041209,9161.49360269308,0,"(0.604, 0.77]",0.4447816
18,Employed,0.0,22057,572,1.3,28,11342,0,0,0,Personal Loan,Business,39400,16.77,0.514,1.786,0.595,0,0.07584067,1344.6550239622593,1,"(0.0578, 0.202]",0.08819245
26,Self-Employed,1.0,250000,580,0.3,35,37784,0,1,0,Personal Loan,Home Improvement,9300,15.65,0.151,0.037,0.012,0,0.17764923,743.4620265662671,1,"(0.0578, 0.202]",0.15691322
31,Self-Employed,7.3,83580,694,1.6,219,32663,0,0,0,Personal Loan,Education,100000,11.95,0.391,1.196,0.399,1,0.5913756,26611.90152168274,0,"(0.372, 0.604]",0.4361785
43,Employed,2.4,105745,662,12.5,13439,2718,0,1,0,Personal Loan,Personal,73100,11.18,0.026,0.691,0.23,1,0.7988342,26277.65116274357,0,"(0.77, 0.839]",0.57621306
34,Employed,15.1,21840,550,11.4,862,7551,0,0,0,Personal Loan,Home Improvement,6200,15.2,0.346,0.284,0.095,1,0.3008701,839.4275531172752,1,"(0.202, 0.372]",0.2400873
20,Student,0.2,35679,621,1.8,35,16381,0,0,0,Personal Loan,Business,59600,13.29,0.459,1.67,0.557,0,0.18959174,5084.850348830223,1,"(0.0578, 0.202]",0.16497442
28,Employed,0.3,29552,656,3.9,119,3265,0,0,0,Personal Loan,Personal,49200,11.64,0.11,1.665,0.555,0,0.5442626,12049.973698854446,0,"(0.372, 0.604]",0.40437722
18,Employed,0.0,19465,668,0.6,369,13007,0,1,0,Personal Loan,Business,3700,11.79,0.668,0.19,0.063,0,0.21390884,356.1582123488188,1,"(0.202, 0.372]",0.18138847
26,Employed,3.6,46649,618,5.6,849,21575,0,0,0,Personal Loan,Personal,20100,14.58,0.462,0.431,0.144,1,0.38624814,3493.614440113306,1,"(0.372, 0.604]",0.29771748
43,Employed,1.0,92064,720,11.6,2595,42928,0,0,0,Personal Loan,Personal,100000,10.93,0.466,1.086,0.362,0,0.6250373,28126.679062843323,0,"(0.604, 0.77]",0.45890015
56,Employed,22.7,90139,733,20.0,34493,9962,0,0,0,Personal Loan,Medical,100000,9.69,0.111,1.109,0.37,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
53,Employed,6.6,38291,674,15.0,927,14574,0,0,1,Personal Loan,Home Improvement,56200,11.36,0.381,1.468,0.489,1,0.7283675,18420.41426360607,0,"(0.604, 0.77]",0.5286481
26,Student,1.4,16649,690,4.5,67,1694,0,0,1,Personal Loan,Education,18400,12.44,0.102,1.105,0.368,0,0.6000035,4968.028821945191,0,"(0.372, 0.604]",0.44200236
25,Self-Employed,1.6,82965,539,1.3,695,26852,0,1,0,Personal Loan,Personal,100000,16.48,0.324,1.205,0.402,0,0.09935113,4470.800869166851,1,"(0.0578, 0.202]",0.104062006
29,Employed,8.1,30218,681,1.4,820,5232,0,0,0,Personal Loan,Personal,3300,11.27,0.173,0.109,0.036,1,0.7166269,1064.1909205913544,0,"(0.604, 0.77]",0.5207231
45,Self-Employed,2.7,99169,633,9.3,12273,13117,0,1,0,Personal Loan,Personal,100000,14.38,0.132,1.008,0.336,0,0.533436,24004.620015621185,0,"(0.372, 0.604]",0.39706928
24,Employed,3.3,21386,512,5.8,415,2947,1,0,1,Personal Loan,Debt Consolidation,29500,16.77,0.138,1.379,0.46,0,0.18357912,2437.012778967619,1,"(0.0578, 0.202]",0.1609159
18,Employed,0.0,23464,580,1.9,439,3588,0,3,0,Personal Loan,Business,18000,16.83,0.153,0.767,0.256,0,0.119376585,966.9503375887871,1,"(0.0578, 0.202]",0.11757919
33,Self-Employed,8.1,50867,640,7.3,1176,20421,0,1,1,Personal Loan,Education,16700,13.65,0.401,0.328,0.109,1,0.5376825,4040.683789551258,0,"(0.372, 0.604]",0.39993566
41,Student,1.7,17291,603,18.7,1246,3701,0,1,0,Personal Loan,Medical,20700,14.46,0.214,1.197,0.399,0,0.4604717,4289.293789565563,0,"(0.372, 0.604]",0.34781837
27,Employed,1.5,41138,681,8.1,2630,4700,0,0,0,Personal Loan,Education,1500,11.42,0.114,0.036,0.012,1,0.79397684,535.9343692660332,0,"(0.77, 0.839]",0.5729344
61,Self-Employed,4.7,48694,606,29.2,5537,5168,0,2,0,Personal Loan,Home Improvement,94600,13.38,0.106,1.943,0.648,0,0.47370163,20165.478221476078,0,"(0.372, 0.604]",0.35674858
20,Employed,1.1,28338,725,0.8,1,5547,0,0,0,Personal Loan,Education,9800,10.66,0.196,0.346,0.115,1,0.76568085,3376.652546525002,0,"(0.604, 0.77]",0.55383456
68,Employed,27.4,42390,723,23.9,14869,14006,0,0,0,Personal Loan,Home Improvement,40300,9.64,0.33,0.951,0.317,1,0.8384834,15205.896335542202,0,"(0.77, 0.839]",0.60297626
32,Self-Employed,7.3,27664,770,4.5,128,1524,0,0,0,Personal Loan,Business,22400,8.36,0.055,0.81,0.27,1,0.78682554,7931.201419830323,0,"(0.77, 0.839]",0.5681072
37,Employed,16.8,59944,584,7.2,315,12112,0,0,0,Personal Loan,Education,87400,15.29,0.202,1.458,0.486,1,0.29844826,11737.970246672632,1,"(0.202, 0.372]",0.23845258
54,Employed,11.5,54206,734,13.2,2186,10405,0,0,0,Personal Loan,Home Improvement,73000,10.73,0.192,1.347,0.449,1,0.82519376,27107.615107297897,0,"(0.77, 0.839]",0.59400576
43,Employed,24.9,38323,712,8.8,1269,7656,0,0,0,Personal Loan,Personal,4900,9.73,0.2,0.128,0.043,1,0.8384834,1848.8558819890022,0,"(0.77, 0.839]",0.60297626
31,Employed,0.3,31443,627,0.7,87,2027,0,0,0,Personal Loan,Education,43700,13.28,0.064,1.39,0.463,0,0.32090113,6310.520636290312,1,"(0.202, 0.372]",0.25360826
51,Employed,24.6,36175,639,8.5,1580,20153,0,0,0,Personal Loan,Education,70300,13.43,0.557,1.943,0.648,0,0.26434818,8362.654645889997,1,"(0.202, 0.372]",0.21543501
50,Employed,25.4,94038,706,13.7,1718,7633,0,0,0,Personal Loan,Education,100000,9.86,0.081,1.063,0.354,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
19,Student,1.6,23027,630,0.7,9,6253,0,2,0,Personal Loan,Education,32700,13.23,0.272,1.42,0.473,0,0.3105007,4569.017965346575,1,"(0.202, 0.372]",0.24658796
18,Employed,0.0,72831,533,0.9,400,13869,1,1,0,Personal Loan,Personal,100000,16.7,0.19,1.373,0.458,0,0.09199949,4139.9772092700005,1,"(0.0578, 0.202]",0.09909965
29,Employed,4.4,57836,564,2.9,2141,12117,0,1,2,Personal Loan,Business,100000,15.98,0.21,1.729,0.576,0,0.1344174,6048.782989382744,1,"(0.0578, 0.202]",0.12773174
29,Self-Employed,1.1,80258,651,3.6,217,29597,0,1,0,Personal Loan,Medical,50100,11.54,0.369,0.624,0.208,0,0.59702635,13459.959018230438,0,"(0.372, 0.604]",0.4399928
53,Employed,26.1,39839,597,2.9,165,4543,0,0,0,Personal Loan,Medical,64900,16.02,0.114,1.629,0.543,0,0.13769147,4021.279322952032,1,"(0.0578, 0.202]",0.12994173
37,Employed,10.8,35711,643,12.9,961,5130,0,0,0,Personal Loan,Business,3800,14.95,0.144,0.106,0.035,1,0.6065328,1037.1711087226868,0,"(0.604, 0.77]",0.44640964
46,Employed,25.4,35644,701,9.8,8857,13434,0,2,0,Personal Loan,Personal,13800,11.29,0.377,0.387,0.129,1,0.7605533,4723.035995364189,0,"(0.604, 0.77]",0.5503735
29,Employed,0.3,29132,602,3.9,1118,8557,0,1,0,Personal Loan,Personal,1000,14.52,0.294,0.034,0.011,1,0.422908,190.30860364437106,0,"(0.372, 0.604]",0.32246292
19,Student,0.5,39226,542,1.6,29,2689,0,0,2,Personal Loan,Personal,51500,15.13,0.069,1.313,0.438,0,0.09755425,2260.8197797089815,1,"(0.0578, 0.202]",0.10284912
36,Employed,10.2,114119,610,17.4,4744,22569,0,0,0,Personal Loan,Education,53900,13.28,0.198,0.472,0.157,1,0.6386228,15489.796508252623,0,"(0.604, 0.77]",0.4680704
33,Employed,13.4,37108,723,11.6,270,15146,0,1,0,Personal Loan,Business,46300,11.01,0.408,1.248,0.416,1,0.7668564,15977.452518045902,0,"(0.604, 0.77]",0.554628
47,Employed,1.9,91491,605,2.0,898,13586,0,1,0,Personal Loan,Personal,100000,13.71,0.148,1.093,0.364,0,0.28538463,12842.308133840561,1,"(0.202, 0.372]",0.22963461
47,Employed,28.9,25536,671,25.3,2897,14229,0,1,0,Personal Loan,Home Improvement,40000,12.59,0.557,1.566,0.522,0,0.19724406,3550.393134355545,1,"(0.0578, 0.202]",0.17013973
41,Employed,3.6,54632,744,22.2,1129,20910,0,0,0,Personal Loan,Education,94000,10.56,0.383,1.721,0.574,1,0.78949004,33395.428866147995,0,"(0.77, 0.839]",0.56990576
21,Employed,2.7,15000,546,0.4,12,1753,0,1,0,Personal Loan,Medical,2700,16.41,0.117,0.18,0.06,0,0.20397598,247.83081024885178,1,"(0.202, 0.372]",0.17468378
44,Employed,10.3,60392,704,21.1,20089,20109,0,0,0,Personal Loan,Home Improvement,2300,10.67,0.333,0.038,0.013,1,0.8384834,867.8303119540215,0,"(0.77, 0.839]",0.60297626
60,Student,1.1,15000,684,15.2,317,9718,0,0,0,Personal Loan,Business,16000,11.12,0.648,1.067,0.356,0,0.17051467,1227.7056455612183,1,"(0.0578, 0.202]",0.1520974
29,Self-Employed,5.5,58068,603,5.6,127,3061,0,1,0,Personal Loan,Business,16300,14.13,0.053,0.281,0.094,1,0.576,4224.959818124771,0,"(0.372, 0.604]",0.42579997
43,Employed,15.7,37975,756,8.6,555,5175,1,0,0,Personal Loan,Education,56000,8.65,0.136,1.475,0.492,0,0.59001666,14868.419909477236,0,"(0.372, 0.604]",0.43526125
44,Self-Employed,18.7,32862,568,17.4,2139,11165,0,1,0,Personal Loan,Personal,38900,16.62,0.34,1.184,0.395,1,0.2432467,4258.033559471369,1,"(0.202, 0.372]",0.20119153
55,Employed,23.3,70284,793,24.2,2122,7334,0,2,0,Personal Loan,Debt Consolidation,100000,8.48,0.104,1.423,0.474,1,0.78043246,35119.46082115173,0,"(0.77, 0.839]",0.5637919
24,Employed,4.2,55388,628,4.9,866,6298,0,1,0,Personal Loan,Business,51000,14.79,0.114,0.921,0.307,0,0.48237938,11070.606699585915,0,"(0.372, 0.604]",0.36260608
41,Employed,2.3,36083,527,10.4,4684,11434,0,1,0,Personal Loan,Personal,60800,16.9,0.317,1.685,0.562,1,0.23526688,6436.9018149375925,1,"(0.202, 0.372]",0.19580513
31,Employed,2.9,16250,654,1.9,33,3624,0,0,0,Personal Loan,Education,17700,12.74,0.223,1.089,0.363,1,0.6417482,5111.524332761765,0,"(0.604, 0.77]",0.47018003
38,Employed,18.1,90014,657,12.4,38344,32455,0,0,0,Personal Loan,Personal,100000,11.42,0.361,1.111,0.37,1,0.7686576,34589.59311246872,0,"(0.604, 0.77]",0.5558439
32,Employed,14.0,62459,641,1.6,396,16716,0,2,0,Personal Loan,Medical,100000,13.39,0.268,1.601,0.534,0,0.31470641,14161.788672208786,1,"(0.202, 0.372]",0.24942681
29,Self-Employed,5.7,32027,738,3.9,466,10060,0,0,0,Personal Loan,Home Improvement,55400,11.1,0.314,1.73,0.577,1,0.728766,18168.136981129646,0,"(0.604, 0.77]",0.5289171
50,Self-Employed,25.4,24587,589,23.7,370,5300,0,1,0,Personal Loan,Personal,5100,16.74,0.216,0.207,0.069,1,0.31148005,714.8467040061951,1,"(0.202, 0.372]",0.24724902
47,Employed,26.9,32644,628,18.6,8069,11305,0,0,0,Personal Loan,Debt Consolidation,29600,14.17,0.346,0.907,0.302,1,0.6065328,8079.017057418824,0,"(0.604, 0.77]",0.44640964
61,Employed,0.5,43921,669,29.8,669,15535,0,0,0,Personal Loan,Personal,38100,11.5,0.354,0.867,0.289,1,0.7404425,12694.886909723282,0,"(0.604, 0.77]",0.53679866
30,Employed,2.8,16869,739,11.5,46,614,0,0,0,Personal Loan,Home Improvement,17400,11.48,0.036,1.031,0.344,1,0.8233224,6446.614512205125,0,"(0.77, 0.839]",0.5927426
52,Student,1.6,19209,658,19.8,49,6606,0,0,0,Personal Loan,Debt Consolidation,11700,11.94,0.344,0.609,0.203,1,0.7532034,3965.6158590316772,0,"(0.604, 0.77]",0.54541224
40,Employed,21.4,55625,590,8.4,575,18865,1,1,0,Personal Loan,Education,41000,16.39,0.339,0.737,0.246,0,0.26315382,4855.188001692295,1,"(0.202, 0.372]",0.21462882
20,Self-Employed,1.0,107316,585,1.0,185,19517,0,2,0,Personal Loan,Home Improvement,77400,15.67,0.182,0.721,0.24,0,0.12204394,4250.790341198444,1,"(0.0578, 0.202]",0.119379655
36,Employed,14.9,62998,568,5.7,2018,22375,0,0,1,Personal Loan,Personal,100000,16.33,0.355,1.587,0.529,0,0.22042589,9919.16500031948,1,"(0.202, 0.372]",0.18578747
35,Employed,5.2,92647,655,5.0,347,51041,0,0,0,Personal Loan,Education,100000,11.79,0.551,1.079,0.36,0,0.18393758,8277.191072702408,1,"(0.0578, 0.202]",0.16115788
31,Self-Employed,6.5,71227,602,6.6,649,38361,0,0,0,Personal Loan,Home Improvement,60300,13.95,0.539,0.847,0.282,0,0.29195282,7922.139733582735,1,"(0.202, 0.372]",0.23406816
46,Employed,3.3,72192,681,2.6,767,7425,0,0,0,Personal Loan,Education,100000,12.7,0.103,1.385,0.462,1,0.6565147,29543.161690235138,0,"(0.604, 0.77]",0.48014742
48,Student,0.9,19665,695,27.6,1397,10678,0,0,0,Personal Loan,Education,21400,11.65,0.543,1.088,0.363,0,0.20196559,1944.9285869300365,1,"(0.202, 0.372]",0.17332678
27,Self-Employed,4.6,91319,730,1.0,758,25369,0,0,0,Personal Loan,Business,100000,10.5,0.278,1.095,0.365,1,0.7223444,32505.497932434086,0,"(0.604, 0.77]",0.52458245
24,Employed,3.4,26912,520,0.6,137,2931,0,0,0,Personal Loan,Business,25000,15.35,0.109,0.929,0.31,0,0.17634775,1983.9121587574484,1,"(0.0578, 0.202]",0.15603472
34,Self-Employed,7.5,51717,702,10.6,199251,11578,0,0,0,Personal Loan,Business,33400,11.4,0.224,0.646,0.215,1,0.8384834,12602.405399680138,0,"(0.77, 0.839]",0.60297626
25,Employed,5.7,67100,665,3.0,3480,4134,0,0,0,Personal Loan,Education,75200,12.09,0.062,1.121,0.374,1,0.6586341,22288.17883014679,0,"(0.604, 0.77]",0.48157802
37,Employed,18.0,96774,770,14.9,3979,26256,0,0,0,Personal Loan,Personal,91400,8.74,0.271,0.944,0.315,1,0.8384834,34486.82196199894,0,"(0.77, 0.839]",0.60297626
60,Self-Employed,5.8,37303,694,22.3,3110,14509,0,0,0,Personal Loan,Personal,27100,12.51,0.389,0.726,0.242,1,0.7673704,9358.08206230402,0,"(0.604, 0.77]",0.55497503
39,Employed,20.3,53697,773,18.8,6506,21701,0,0,0,Personal Loan,Education,57400,9.6,0.404,1.069,0.356,1,0.7686565,19854.39719438553,0,"(0.604, 0.77]",0.5558431
23,Employed,3.9,54202,662,3.5,1115,4855,0,0,0,Personal Loan,Education,45700,12.1,0.09,0.843,0.281,1,0.73871285,15191.629703342915,0,"(0.604, 0.77]",0.5356312
58,Employed,10.0,122952,751,12.5,483,29685,0,0,0,Personal Loan,Business,100000,9.38,0.241,0.813,0.271,1,0.8384834,37731.75269365311,0,"(0.77, 0.839]",0.60297626
24,Employed,4.4,15000,539,0.5,12,2023,0,1,0,Personal Loan,Home Improvement,15200,15.9,0.135,1.013,0.338,0,0.13174015,901.1026453971863,1,"(0.0578, 0.202]",0.1259246
27,Employed,3.0,37077,649,7.6,686,13307,0,0,0,Personal Loan,Home Improvement,45900,13.8,0.359,1.238,0.413,1,0.537047,11092.706374526024,0,"(0.372, 0.604]",0.39950675
51,Employed,0.5,102931,576,29.8,5788,19428,0,0,0,Personal Loan,Education,21700,16.1,0.189,0.211,0.07,1,0.34499782,3368.9037439227104,1,"(0.202, 0.372]",0.26987353
61,Employed,28.7,112645,776,19.2,45538,44893,1,5,1,Personal Loan,Personal,20800,9.18,0.399,0.185,0.062,0,0.4532118,4242.06258058548,0,"(0.372, 0.604]",0.34291798
42,Self-Employed,19.9,139052,673,4.0,13922,44638,0,0,1,Personal Loan,Personal,32300,11.27,0.321,0.232,0.077,1,0.725163,10540.243957042694,0,"(0.604, 0.77]",0.52648497
23,Employed,3.1,30672,641,0.0,0,5971,0,1,0,Personal Loan,Business,52000,14.77,0.195,1.695,0.565,0,0.34799907,8143.17814707756,1,"(0.202, 0.372]",0.27189937
57,Student,1.3,15000,713,6.4,1118,3208,0,1,0,Personal Loan,Home Improvement,16600,11.46,0.214,1.107,0.369,1,0.76675236,5727.640146017075,0,"(0.604, 0.77]",0.55455786
28,Employed,4.8,81218,646,1.8,25,14789,0,0,0,Personal Loan,Personal,100000,14.58,0.182,1.231,0.41,0,0.35985726,16193.576753139496,1,"(0.202, 0.372]",0.27990365
46,Self-Employed,17.4,30983,633,8.5,7730,17531,0,0,0,Personal Loan,Medical,13900,13.01,0.566,0.449,0.15,0,0.2848874,1781.9707073271275,1,"(0.202, 0.372]",0.22929898
39,Employed,5.0,97089,727,14.6,15153,9049,0,0,0,Personal Loan,Education,100000,11.1,0.093,1.03,0.343,1,0.82519376,37133.71932506561,0,"(0.77, 0.839]",0.59400576
51,Self-Employed,12.3,166521,790,2.1,2327,58433,0,0,0,Personal Loan,Business,100000,8.42,0.351,0.601,0.2,1,0.78036255,35116.314589977264,0,"(0.77, 0.839]",0.5637447
39,Student,0.5,15000,712,6.1,91,4265,0,0,0,Personal Loan,Business,1400,9.53,0.284,0.093,0.031,1,0.80872023,509.49374556541443,0,"(0.77, 0.839]",0.58288616
41,Employed,20.3,26762,625,21.0,829,7861,0,1,0,Personal Loan,Personal,44900,14.61,0.294,1.678,0.559,1,0.54199225,10950.953352749348,0,"(0.372, 0.604]",0.40284476
53,Self-Employed,4.5,112766,690,8.1,15638,16534,0,1,0,Personal Loan,Education,100000,12.48,0.147,0.887,0.296,1,0.81143206,36514.44286108017,0,"(0.77, 0.839]",0.5847166
40,Self-Employed,7.0,56653,733,21.4,85555,23788,0,1,0,Personal Loan,Home Improvement,2300,9.56,0.42,0.041,0.014,1,0.783417,810.836580991745,0,"(0.77, 0.839]",0.56580645
40,Employed,17.6,23928,707,18.7,665,6093,0,0,0,Personal Loan,Medical,4200,10.93,0.255,0.176,0.059,1,0.8384834,1584.7336131334305,0,"(0.77, 0.839]",0.60297626
70,Student,1.9,23862,739,18.6,1225,6333,0,0,0,Personal Loan,Business,4700,10.55,0.265,0.197,0.066,1,0.81940764,1733.047162592411,0,"(0.77, 0.839]",0.59010017
45,Employed,15.5,42713,673,16.2,25051,7754,0,2,0,Personal Loan,Personal,36700,12.19,0.182,0.859,0.286,1,0.7553328,12474.321647286415,0,"(0.604, 0.77]",0.5468496
30,Employed,3.3,42019,648,1.5,70,7626,0,0,0,Personal Loan,Personal,39000,13.33,0.181,0.928,0.309,1,0.4615702,8100.557067990303,0,"(0.372, 0.604]",0.3485599
37,Student,0.1,40246,559,7.7,145,29566,0,2,0,Personal Loan,Business,76500,16.17,0.735,1.901,0.634,0,0.08265572,2845.423175208271,1,"(0.0578, 0.202]",0.09279261
33,Employed,10.9,44620,616,9.7,469,8344,0,0,0,Personal Loan,Personal,11300,14.85,0.187,0.253,0.084,1,0.6065328,3084.219349622727,0,"(0.604, 0.77]",0.44640964
18,Employed,0.0,16530,452,0.7,28,8128,0,0,2,Personal Loan,Business,32000,15.57,0.492,1.936,0.645,0,0.08459264,1218.1340217590332,1,"(0.0578, 0.202]",0.094100036
25,Self-Employed,3.0,38271,611,0.4,4,6568,0,0,0,Personal Loan,Medical,36400,14.69,0.172,0.951,0.317,1,0.4555947,7462.641000151634,0,"(0.372, 0.604]",0.3445264
38,Employed,0.5,64201,765,16.4,476,30888,0,0,0,Personal Loan,Home Improvement,18000,9.73,0.481,0.28,0.093,1,0.68699235,5564.638012647629,0,"(0.604, 0.77]",0.50071985
26,Self-Employed,2.6,40786,545,7.9,1541,11876,1,0,1,Personal Loan,Personal,49200,16.15,0.291,1.206,0.402,0,0.19126657,4234.641782641411,1,"(0.0578, 0.202]",0.16610493
35,Employed,9.8,20137,732,14.2,532,6831,0,0,0,Personal Loan,Education,11100,10.94,0.339,0.551,0.184,1,0.8384834,4188.224548995495,0,"(0.77, 0.839]",0.60297626
53,Employed,14.3,23618,705,17.6,36,5657,0,1,0,Personal Loan,Personal,37400,11.07,0.24,1.584,0.528,1,0.8237327,13863.420905470848,0,"(0.77, 0.839]",0.59301955
27,Employed,8.0,16619,657,1.0,4,4369,1,0,0,Personal Loan,Debt Consolidation,32200,12.65,0.263,1.938,0.646,0,0.4147045,6009.068228602409,0,"(0.372, 0.604]",0.31692553
43,Employed,4.1,51667,668,10.3,276,2175,1,0,0,Personal Loan,Home Improvement,66800,12.86,0.042,1.293,0.431,0,0.5376151,16160.71051955223,0,"(0.372, 0.604]",0.3998902
44,Employed,10.3,98736,692,16.7,3152,52131,0,2,0,Personal Loan,Business,11500,11.06,0.528,0.116,0.039,0,0.20960525,1084.7071520984173,1,"(0.202, 0.372]",0.17848355
32,Employed,13.8,44474,547,2.5,24,8609,0,1,0,Personal Loan,Medical,35100,15.33,0.194,0.789,0.263,0,0.17949624,2835.1431676000357,1,"(0.0578, 0.202]",0.15815997
49,Employed,19.7,30483,743,20.1,1035,8349,0,1,0,Personal Loan,Debt Consolidation,16700,9.82,0.274,0.548,0.183,1,0.8371115,6290.892720222473,0,"(0.77, 0.839]",0.60205024
29,Student,1.5,26446,586,9.4,876,3041,0,1,0,Personal Loan,Business,38100,16.08,0.115,1.441,0.48,0,0.18942405,3247.675385847688,1,"(0.0578, 0.202]",0.16486123
54,Self-Employed,16.7,73070,693,2.9,160,25973,0,0,0,Personal Loan,Education,45800,11.2,0.355,0.627,0.209,1,0.73871285,15224.871781468391,0,"(0.604, 0.77]",0.5356312
50,Employed,11.0,82763,709,4.3,4001,9535,0,0,0,Personal Loan,Education,46500,11.34,0.115,0.562,0.187,1,0.7850963,16428.139820694923,0,"(0.77, 0.839]",0.56694
56,Employed,31.1,80645,690,6.3,10819,19612,0,0,0,Personal Loan,Business,41800,12.21,0.243,0.518,0.173,1,0.8010372,15067.509588003159,0,"(0.77, 0.839]",0.5777001
33,Self-Employed,6.1,28429,621,4.1,1151,12462,0,1,0,Personal Loan,Personal,5100,13.08,0.438,0.179,0.06,0,0.37853083,868.7282551825047,1,"(0.372, 0.604]",0.2925083
48,Self-Employed,11.9,64870,635,8.9,1495,27499,0,0,0,Personal Loan,Debt Consolidation,56000,13.9,0.424,0.863,0.288,0,0.50928426,12833.963298797607,0,"(0.372, 0.604]",0.38076687
18,Employed,0.0,35216,682,2.0,46,6924,0,1,0,Personal Loan,Business,57700,12.64,0.197,1.638,0.546,0,0.5267824,13677.904846072197,0,"(0.372, 0.604]",0.3925781
18,Employed,0.0,53124,646,0.4,13,19475,0,0,0,Personal Loan,Education,43800,14.05,0.367,0.824,0.275,0,0.39593253,7803.830075562,1,"(0.372, 0.604]",0.30425447
43,Employed,16.7,69622,662,4.5,2075,4830,0,1,0,Personal Loan,Home Improvement,100000,12.54,0.069,1.436,0.479,1,0.64316225,28942.30127334595,0,"(0.604, 0.77]",0.47113454
36,Employed,14.8,41466,717,1.5,626,4607,0,0,0,Personal Loan,Home Improvement,52800,10.0,0.111,1.273,0.424,1,0.7223444,17162.902908325195,0,"(0.604, 0.77]",0.52458245
29,Employed,3.1,55564,526,1.5,2342,7134,0,1,0,Personal Loan,Personal,16700,15.92,0.128,0.301,0.1,0,0.18172261,1365.6454230844977,1,"(0.0578, 0.202]",0.15966275
45,Employed,10.9,53995,677,22.0,40667,14000,0,1,0,Personal Loan,Business,81200,12.63,0.259,1.504,0.501,1,0.77132356,28184.16294336319,0,"(0.77, 0.839]",0.55764335
32,Employed,10.8,28186,576,12.0,249,3911,1,0,0,Personal Loan,Debt Consolidation,13400,16.96,0.139,0.475,0.158,0,0.21447887,1293.307557553053,1,"(0.202, 0.372]",0.18177323
29,Employed,8.3,65732,627,3.2,4977,17590,0,0,0,Personal Loan,Personal,23400,14.6,0.268,0.356,0.119,1,0.4804199,5058.821589052677,0,"(0.372, 0.604]",0.36128342
36,Employed,15.5,25354,692,1.7,27,5296,0,0,0,Personal Loan,Personal,13800,13.0,0.209,0.544,0.181,0,0.7113312,4417.366681694984,0,"(0.604, 0.77]",0.51714855
18,Self-Employed,1.0,149755,711,0.1,76,29815,0,0,0,Personal Loan,Debt Consolidation,100000,11.37,0.199,0.668,0.223,0,0.7091922,31913.64973783493,0,"(0.604, 0.77]",0.51570475
30,Self-Employed,6.3,82194,534,10.0,357,47238,0,0,0,Personal Loan,Business,26100,15.85,0.575,0.318,0.106,0,0.12652944,1486.0882761329412,1,"(0.0578, 0.202]",0.12240737
18,Employed,0.0,53666,560,1.1,526,16136,0,2,0,Personal Loan,Medical,21600,15.85,0.301,0.402,0.134,0,0.14688787,1427.7500832080843,1,"(0.0578, 0.202]",0.13614932
32,Employed,3.6,34034,597,11.7,153,4068,0,2,0,Personal Loan,Home Improvement,31900,16.39,0.12,0.937,0.312,0,0.22047703,3164.947761073709,1,"(0.202, 0.372]",0.18582198
35,Employed,3.2,50369,625,4.3,28568,16395,0,1,0,Personal Loan,Medical,2000,13.18,0.325,0.04,0.013,1,0.46982005,422.8380471467972,0,"(0.372, 0.604]",0.35412854
28,Employed,0.8,21822,594,2.9,1274,5287,0,3,0,Personal Loan,Home Improvement,30500,15.81,0.242,1.398,0.466,0,0.089138195,1223.4217252582312,1,"(0.0578, 0.202]",0.09716828
56,Employed,11.5,216154,707,26.3,94817,42005,0,1,0,Personal Loan,Medical,100000,9.52,0.194,0.463,0.154,1,0.8371115,37670.016288757324,0,"(0.77, 0.839]",0.60205024
48,Student,1.8,28662,676,24.6,1806,9848,0,0,0,Personal Loan,Debt Consolidation,51100,12.36,0.344,1.783,0.594,1,0.71076167,16343.964516520502,0,"(0.604, 0.77]",0.51676416
