age,occupation_status,years_employed,annual_income,credit_score,credit_history_years,savings_assets,current_debt,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,product_type,loan_intent,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,loan_status
37,Student,0.6,15000,741,5.1,7441,3314,0,0,0,Personal Loan,Debt Consolidation,23700,9.51,0.221,1.58,0.527,0
40,Self-Employed,12.2,41969,661,16.5,2620,12307,0,0,0,Personal Loan,Home Improvement,25700,11.65,0.293,0.612,0.204,1
19,Employed,0.7,20266,599,2.0,91,1297,1,1,0,Personal Loan,Business,33100,15.44,0.064,1.633,0.544,0
28,Employed,2.3,61906,677,6.3,146,10067,0,0,0,Personal Loan,Medical,71100,12.13,0.163,1.149,0.383,1
25,Employed,1.4,15000,625,4.0,533,2611,0,0,0,Personal Loan,Personal,13000,14.99,0.174,0.867,0.289,1
52,Employed,27.3,24624,624,6.0,1082,8786,0,2,0,Personal Loan,Medical,42000,13.07,0.357,1.706,0.569,0
58,Employed,29.0,100802,798,22.6,5528,37936,0,0,0,Personal Loan,Medical,100000,9.66,0.376,0.992,0.331,1
20,Employed,0.3,21093,631,0.2,32,8948,0,0,0,Personal Loan,Home Improvement,25100,13.68,0.424,1.19,0.397,0
25,Employed,4.7,33195,526,1.8,165,13796,0,1,0,Personal Loan,Personal,40900,16.11,0.416,1.232,0.411,0
21,Self-Employed,1.0,19838,689,2.1,17,4440,0,0,0,Personal Loan,Home Improvement,1400,11.52,0.224,0.071,0.024,1
41,Employed,8.7,18678,722,8.5,623,3071,0,0,0,Personal Loan,Personal,16500,11.44,0.164,0.883,0.294,1
30,Employed,6.1,37950,626,0.8,17,2076,0,0,1,Personal Loan,Personal,52000,13.82,0.055,1.37,0.457,0
51,Employed,5.0,84802,659,23.8,4116,1276,0,0,0,Personal Loan,Business,95100,12.42,0.015,1.121,0.374,1
27,Employed,5.2,15000,579,3.0,26,6911,0,0,0,Personal Loan,Debt Consolidation,28900,16.61,0.461,1.927,0.642,0
25,Employed,0.3,38683,628,0.3,6,3651,0,0,1,Personal Loan,Personal,5600,14.79,0.094,0.145,0.048,1
34,Employed,3.8,24739,651,13.0,419,2519,0,0,0,Personal Loan,Business,43000,11.76,0.102,1.738,0.579,0
28,Employed,7.7,40257,598,8.5,4857,12647,0,0,0,Personal Loan,Personal,70600,16.49,0.314,1.754,0.585,0
36,Employed,15.1,125550,586,0.9,2563,38439,0,1,0,Personal Loan,Personal,100000,16.41,0.306,0.796,0.265,0
18,Employed,0.0,30154,640,1.3,1283,8079,0,1,1,Personal Loan,Personal,29200,14.4,0.268,0.968,0.323,0
34,Student,1.5,35261,672,14.1,1279,7622,0,1,0,Personal Loan,Personal,5500,12.87,0.216,0.156,0.052,1
55,Employed,29.2,76481,675,28.0,13218,7809,0,0,0,Personal Loan,Debt Consolidation,100000,12.64,0.102,1.308,0.436,0
35,Student,1.1,15000,592,10.6,770,4731,0,1,0,Personal Loan,Home Improvement,16500,15.4,0.315,1.1,0.367,0
25,Self-Employed,1.2,44620,582,1.1,313,35352,0,1,0,Personal Loan,Home Improvement,59700,15.58,0.792,1.338,0.446,0
61,Student,0.3,22003,786,6.3,75,6000,0,1,0,Personal Loan,Education,29200,9.34,0.273,1.327,0.442,1
44,Employed,10.1,120564,653,23.1,10294,28693,0,1,0,Personal Loan,Education,100000,12.08,0.238,0.829,0.276,1
58,Employed,7.0,157748,714,2.8,2583,11014,0,0,0,Personal Loan,Personal,16400,10.45,0.07,0.104,0.035,1
27,Self-Employed,4.2,57642,635,2.2,66,8864,0,0,0,Personal Loan,Personal,76000,14.5,0.154,1.318,0.439,1
45,Employed,16.1,76254,738,6.2,306,13849,0,0,0,Personal Loan,Business,100000,10.27,0.182,1.311,0.437,1
55,Employed,18.1,128407,621,19.3,2655,22808,0,0,0,Personal Loan,Education,100000,14.99,0.178,0.779,0.26,1
18,Employed,0.0,19764,555,0.4,1,2017,0,3,0,Personal Loan,Personal,1200,16.54,0.102,0.061,0.02,0
47,Employed,24.7,60526,616,9.2,1044,9649,0,1,0,Personal Loan,Education,65600,13.01,0.159,1.084,0.361,1
41,Employed,13.1,37069,663,1.0,1142,25166,0,0,0,Personal Loan,Personal,33300,12.1,0.679,0.898,0.299,0
52,Self-Employed,24.1,54798,658,13.4,2495,23405,0,0,0,Personal Loan,Home Improvement,47300,12.9,0.427,0.863,0.288,1
46,Self-Employed,23.0,32476,607,10.6,2343,5269,0,2,0,Personal Loan,Education,18500,13.17,0.162,0.57,0.19,1
24,Student,0.5,20442,666,5.2,339,1910,0,0,0,Personal Loan,Debt Consolidation,7600,12.19,0.093,0.372,0.124,1
37,Employed,4.1,46580,594,6.4,853,16571,0,1,0,Personal Loan,Home Improvement,33900,16.77,0.356,0.728,0.243,0
20,Employed,0.8,15431,532,0.7,6,7116,0,0,0,Personal Loan,Business,5300,16.93,0.461,0.343,0.114,0
49,Self-Employed,3.5,97570,590,25.6,24174,35707,0,0,0,Personal Loan,Debt Consolidation,92200,16.67,0.366,0.945,0.315,0
43,Employed,4.8,39627,636,10.9,229,5583,0,1,0,Personal Loan,Home Improvement,65300,13.51,0.141,1.648,0.549,1
29,Self-Employed,6.5,80053,709,5.9,272,25738,0,0,0,Personal Loan,Home Improvement,100000,11.32,0.322,1.249,0.416,1
18,Self-Employed,1.0,57843,711,1.7,119,8353,0,0,0,Personal Loan,Home Improvement,100000,11.14,0.144,1.729,0.576,1
18,Self-Employed,1.0,67299,558,0.5,52,26869,0,1,0,Personal Loan,Medical,12100,15.5,0.399,0.18,0.06,0
44,Employed,10.0,105386,545,1.9,403,14725,1,2,0,Personal Loan,Debt Consolidation,77000,15.27,0.14,0.731,0.244,0
33,Employed,12.3,39817,530,12.9,1060,10181,0,0,0,Personal Loan,Personal,63100,15.26,0.256,1.585,0.528,1
35,Employed,0.5,96448,590,14.9,64705,12480,0,0,0,Personal Loan,Personal,24500,15.01,0.129,0.254,0.085,1
46,Student,1.7,28939,707,17.3,480,1664,0,1,0,Personal Loan,Personal,56600,10.38,0.058,1.956,0.652,1
33,Employed,4.4,24628,596,11.2,446,7273,0,1,2,Personal Loan,Debt Consolidation,29000,16.41,0.295,1.178,0.393,0
25,Self-Employed,1.4,52709,610,5.1,1614,11276,1,1,0,Personal Loan,Personal,75900,14.81,0.214,1.44,0.48,0
31,Employed,11.1,15656,622,4.4,284,2483,0,1,0,Personal Loan,Education,17400,13.05,0.159,1.111,0.37,0
51,Employed,6.1,95141,644,8.9,1362,27012,0,1,0,Personal Loan,Personal,100000,13.73,0.284,1.051,0.35,1
21,Employed,0.5,24930,629,3.0,31,8074,0,1,0,Personal Loan,Debt Consolidation,30300,14.23,0.324,1.215,0.405,0
37,Employed,4.3,72821,763,8.8,17047,17184,0,0,0,Personal Loan,Medical,31700,9.8,0.236,0.435,0.145,1
53,Employed,31.8,38897,718,5.2,1014,6264,1,1,0,Personal Loan,Personal,56500,9.97,0.161,1.453,0.484,0
35,Employed,12.9,18512,566,15.2,2709,6680,0,1,0,Personal Loan,Education,7500,15.5,0.361,0.405,0.135,0
37,Employed,2.4,30653,646,3.3,246,12110,0,1,0,Personal Loan,Education,16700,13.91,0.395,0.545,0.182,0
28,Self-Employed,5.6,51857,575,5.3,214,13034,0,1,0,Personal Loan,Business,90500,16.27,0.251,1.745,0.582,0
55,Self-Employed,19.2,24037,619,9.2,603,6172,0,0,0,Personal Loan,Home Improvement,14400,13.96,0.257,0.599,0.2,0
40,Employed,12.4,84544,703,19.5,6020,16802,0,0,0,Personal Loan,Medical,28800,10.58,0.199,0.341,0.114,1
30,Employed,10.1,28583,660,3.2,147,8380,0,0,0,Personal Loan,Education,28800,11.86,0.293,1.008,0.336,1
18,Employed,0.0,25116,630,1.3,131,12447,0,0,0,Personal Loan,Education,30700,14.75,0.496,1.222,0.407,0
40,Employed,13.0,37830,640,16.0,6070,11481,0,2,0,Personal Loan,Personal,38700,14.54,0.303,1.023,0.341,1
22,Employed,2.0,33362,554,0.3,23,11334,0,2,0,Personal Loan,Debt Consolidation,52400,16.05,0.34,1.571,0.524,0
37,Employed,3.0,158383,656,18.1,29510,30651,0,0,0,Personal Loan,Education,87200,11.31,0.194,0.551,0.184,1
22,Self-Employed,1.0,94871,705,1.4,437,11925,0,0,0,Personal Loan,Education,52000,11.23,0.126,0.548,0.183,1
57,Self-Employed,17.4,57581,655,18.9,7737,35582,0,0,0,Personal Loan,Personal,22300,11.55,0.618,0.387,0.129,0
41,Student,1.2,28661,618,5.2,11946,3105,0,0,0,Personal Loan,Debt Consolidation,25100,13.13,0.108,0.876,0.292,1
37,Student,1.1,15000,726,13.4,206,3002,0,0,0,Personal Loan,Business,1900,11.12,0.2,0.127,0.042,1
47,Student,1.3,15000,647,19.4,15301,540,0,1,0,Personal Loan,Education,17300,13.49,0.036,1.153,0.384,1
39,Employed,2.3,61897,748,15.9,7244,13475,0,0,0,Personal Loan,Debt Consolidation,2100,9.62,0.218,0.034,0.011,1
18,Employed,0.0,75314,585,1.6,1179,6181,0,2,0,Personal Loan,Medical,100000,16.89,0.082,1.328,0.443,0
44,Employed,22.0,77903,759,16.0,2701,17191,1,4,0,Personal Loan,Personal,100000,8.73,0.221,1.284,0.428,0
36,Self-Employed,9.1,66113,590,11.2,97,5869,0,1,0,Personal Loan,Personal,28700,16.83,0.089,0.434,0.145,1
36,Employed,8.3,82381,617,16.6,16822,23427,0,1,0,Personal Loan,Education,100000,14.34,0.284,1.214,0.405,1
33,Student,1.6,15000,660,7.8,142,5862,0,0,0,Personal Loan,Medical,6400,12.4,0.391,0.427,0.142,1
28,Employed,3.2,48139,694,0.5,36,8946,0,0,0,Personal Loan,Business,29400,11.47,0.186,0.611,0.204,1
42,Self-Employed,6.4,62950,675,11.6,543,34204,0,0,0,Personal Loan,Medical,25800,12.81,0.543,0.41,0.137,1
55,Employed,5.9,54555,653,12.5,921,19077,0,0,0,Personal Loan,Personal,65700,12.24,0.35,1.204,0.401,1
39,Employed,4.0,66645,675,3.3,981,7663,0,0,0,Personal Loan,Home Improvement,100000,12.1,0.115,1.5,0.5,1
26,Student,1.4,26952,597,7.1,1234,474,1,0,0,Personal Loan,Education,51400,15.38,0.018,1.907,0.636,0
70,Employed,5.6,48730,641,1.8,192,30638,0,0,0,Personal Loan,Personal,49400,14.01,0.629,1.014,0.338,0
42,Self-Employed,17.5,161374,664,13.2,9299,23302,0,1,0,Personal Loan,Personal,31000,11.65,0.144,0.192,0.064,1
40,Student,1.1,25758,789,18.9,404,3718,0,1,0,Personal Loan,Education,27900,9.84,0.144,1.083,0.361,1
32,Employed,10.6,17371,682,9.0,618,5404,0,0,0,Personal Loan,Education,27500,11.53,0.311,1.583,0.528,1
29,Self-Employed,2.3,121202,684,11.0,193,26528,0,0,0,Personal Loan,Medical,100000,12.0,0.219,0.825,0.275,1
51,Employed,19.0,52246,709,16.2,271,9733,0,0,0,Personal Loan,Personal,12800,10.48,0.186,0.245,0.082,1
32,Employed,2.1,50460,661,8.1,16201,13229,0,1,0,Personal Loan,Home Improvement,7900,12.97,0.262,0.157,0.052,1
37,Self-Employed,13.8,135098,609,7.6,443,28456,0,0,0,Personal Loan,Debt Consolidation,88600,13.78,0.211,0.656,0.219,1
30,Employed,9.9,43139,669,6.4,1757,6387,0,0,0,Personal Loan,Personal,72000,11.57,0.148,1.669,0.556,1
39,Employed,9.1,30653,642,16.6,404,4737,0,2,1,Personal Loan,Debt Consolidation,29300,14.91,0.155,0.956,0.319,0
38,Employed,3.5,73719,785,19.0,11138,20288,0,0,0,Personal Loan,Home Improvement,15000,8.39,0.275,0.203,0.068,1
22,Employed,2.7,35647,629,3.2,99,15509,0,1,0,Personal Loan,Medical,65500,14.34,0.435,1.837,0.612,0
34,Employed,0.6,24153,633,11.3,349,14906,0,0,0,Personal Loan,Education,34000,14.16,0.617,1.408,0.469,0
33,Employed,9.8,37798,548,9.9,3864,1238,0,2,0,Personal Loan,Personal,33100,16.82,0.033,0.876,0.292,0
57,Self-Employed,6.2,32065,646,8.7,3279,5430,0,1,0,Personal Loan,Personal,15500,14.35,0.169,0.483,0.161,1
45,Employed,19.0,44941,562,11.2,391,17812,0,2,1,Personal Loan,Business,42500,15.34,0.396,0.946,0.315,0
40,Employed,15.3,43288,647,20.8,132,15296,0,0,0,Personal Loan,Education,85700,14.26,0.353,1.98,0.66,1
35,Self-Employed,6.4,113314,623,15.9,16593,29249,0,1,0,Personal Loan,Personal,100000,13.75,0.258,0.883,0.294,1
37,Self-Employed,12.8,56705,661,16.3,457,5809,0,0,0,Personal Loan,Medical,5100,11.85,0.102,0.09,0.03,1
33,Employed,2.1,25329,663,13.1,820,6319,0,1,0,Personal Loan,Personal,27300,11.97,0.249,1.078,0.359,1
34,Employed,5.0,38535,610,15.2,2048,8193,0,0,0,Personal Loan,Debt Consolidation,52400,13.14,0.213,1.36,0.453,0
43,Student,1.1,28554,573,14.0,2631,2882,0,0,0,Personal Loan,Business,23400,16.45,0.101,0.819,0.273,0
23,Employed,4.0,29446,628,2.7,525,5329,0,0,0,Personal Loan,Business,8800,14.74,0.181,0.299,0.1,1
48,Employed,14.8,23586,694,6.8,209,11269,0,1,0,Personal Loan,Business,44400,11.58,0.478,1.882,0.627,0
35,Employed,6.1,64435,588,0.3,25,9315,0,1,0,Personal Loan,Education,23000,16.98,0.145,0.357,0.119,0
34,Employed,13.2,39739,708,6.2,959,25323,0,1,0,Personal Loan,Home Improvement,48300,9.84,0.637,1.215,0.405,0
36,Self-Employed,6.6,36739,620,15.9,550,12603,0,0,0,Personal Loan,Personal,62100,13.97,0.343,1.69,0.563,1
46,Employed,9.5,110386,676,26.0,7754,16448,0,0,1,Personal Loan,Personal,100000,12.42,0.149,0.906,0.302,1
49,Employed,22.4,122264,683,5.7,552,37657,0,1,0,Personal Loan,Education,2700,12.29,0.308,0.022,0.007,1
39,Student,1.5,15000,526,6.3,64,2371,0,0,3,Personal Loan,Education,29200,15.0,0.158,1.947,0.649,0
51,Employed,30.8,37815,735,10.4,1095,20083,0,0,0,Personal Loan,Education,72800,11.04,0.531,1.925,0.642,1
30,Employed,10.6,59882,597,6.0,3243,12397,1,0,1,Personal Loan,Medical,100000,16.28,0.207,1.67,0.557,0
28,Student,0.5,15000,634,3.7,145,4056,0,0,1,Personal Loan,Debt Consolidation,21200,14.26,0.27,1.413,0.471,0
29,Employed,0.0,53744,622,10.6,1087,7765,0,1,0,Personal Loan,Education,67500,13.13,0.144,1.256,0.419,1
23,Employed,0.6,29452,583,4.2,303,2205,0,0,0,Personal Loan,Education,55600,15.05,0.075,1.888,0.629,0
40,Employed,18.1,93291,666,14.0,8779,9837,0,0,0,Personal Loan,Personal,100000,11.13,0.105,1.072,0.357,1
61,Employed,13.0,78728,767,4.6,660,11261,0,0,0,Personal Loan,Personal,47400,9.6,0.143,0.602,0.201,1
40,Employed,11.7,46765,602,13.8,854,18472,0,1,0,Personal Loan,Personal,53100,13.74,0.395,1.135,0.378,1
38,Employed,3.8,35756,653,4.2,2903,6194,0,0,0,Personal Loan,Medical,19900,12.35,0.173,0.557,0.186,0
24,Employed,5.7,19623,696,5.5,2636,2966,0,0,0,Personal Loan,Home Improvement,31700,11.0,0.151,1.615,0.538,1
27,Employed,2.7,42989,594,8.8,2533,13350,0,0,0,Personal Loan,Debt Consolidation,13800,15.96,0.311,0.321,0.107,0
49,Employed,1.1,123088,657,15.4,3564,32998,0,0,0,Personal Loan,Medical,52300,11.27,0.268,0.425,0.142,1
30,Employed,9.5,36338,657,0.2,10,3981,0,0,0,Personal Loan,Home Improvement,50400,12.01,0.11,1.387,0.462,0
39,Employed,20.1,59868,702,11.3,1463,14556,0,0,0,Personal Loan,Debt Consolidation,98600,10.75,0.243,1.647,0.549,1
18,Employed,0.0,21811,732,1.7,457,10016,0,0,0,Personal Loan,Education,7400,10.13,0.459,0.339,0.113,1
27,Employed,5.5,41168,585,6.0,79,5255,0,1,0,Personal Loan,Business,36600,15.56,0.128,0.889,0.296,0
47,Employed,3.5,70834,712,24.6,5872,21273,0,0,0,Personal Loan,Personal,55200,10.74,0.3,0.779,0.26,1
29,Employed,7.7,76273,589,8.0,2071,26280,0,1,0,Personal Loan,Education,73200,15.26,0.345,0.96,0.32,1
18,Employed,0.0,15000,559,0.5,2,5775,0,0,2,Personal Loan,Medical,27200,15.03,0.385,1.813,0.604,0
44,Employed,22.5,57077,713,11.9,1158,19823,0,0,1,Personal Loan,Education,50300,10.47,0.347,0.881,0.294,1
29,Student,0.3,28462,569,2.7,8516,13997,0,0,0,Personal Loan,Home Improvement,24800,15.5,0.492,0.871,0.29,0
43,Employed,19.2,27838,602,24.9,4283,2882,0,1,0,Personal Loan,Personal,8000,14.58,0.104,0.287,0.096,1
36,Employed,6.9,41669,662,10.3,1701,12927,0,0,0,Personal Loan,Personal,8900,11.38,0.31,0.214,0.071,1
18,Employed,0.0,29093,628,1.4,72,7532,0,1,0,Personal Loan,Home Improvement,17300,14.1,0.259,0.595,0.198,0
22,Employed,3.6,15000,557,1.2,38,819,0,0,0,Personal Loan,Education,6300,16.57,0.055,0.42,0.14,1
18,Self-Employed,1.0,151266,580,0.2,34,46881,1,0,0,Personal Loan,Debt Consolidation,100000,16.15,0.31,0.661,0.22,0
35,Self-Employed,4.6,40398,559,3.6,38,21705,0,0,0,Personal Loan,Personal,5900,16.56,0.537,0.146,0.049,0
37,Employed,13.1,51728,712,13.7,460,5658,0,0,0,Personal Loan,Personal,86200,10.3,0.109,1.666,0.555,1
36,Employed,17.0,29222,638,2.7,8262,11114,0,0,0,Personal Loan,Personal,30000,13.35,0.38,1.027,0.342,0
39,Student,0.4,25160,752,15.0,466,10800,0,0,0,Personal Loan,Personal,39600,8.41,0.429,1.574,0.525,1
41,Employed,15.2,47069,609,20.5,1600,11027,0,0,0,Personal Loan,Medical,81900,14.75,0.234,1.74,0.58,1
18,Self-Employed,1.0,37691,630,0.2,43,19106,0,0,0,Personal Loan,Personal,20400,14.23,0.507,0.541,0.18,0
18,Employed,0.0,24233,508,0.3,75,3349,0,0,0,Personal Loan,Personal,2500,16.8,0.138,0.103,0.034,0
34,Employed,8.8,36292,645,8.7,498,14248,0,1,0,Personal Loan,Personal,56900,14.73,0.393,1.568,0.523,0
31,Employed,13.0,21139,623,7.4,511,1729,0,3,0,Personal Loan,Education,3200,13.86,0.082,0.151,0.05,0
33,Self-Employed,7.3,31555,694,6.8,505,18779,0,0,0,Personal Loan,Home Improvement,35500,12.55,0.595,1.125,0.375,0
37,Student,0.5,15000,684,7.7,18,4164,0,0,0,Personal Loan,Personal,3100,11.16,0.278,0.207,0.069,1
21,Employed,2.3,53954,515,1.7,743,8987,1,2,1,Personal Loan,Education,7000,15.74,0.167,0.13,0.043,0
45,Employed,6.8,23129,597,15.5,755,12312,0,1,1,Personal Loan,Business,25100,15.76,0.532,1.085,0.362,0
62,Self-Employed,20.1,30399,631,28.5,9982,6705,0,1,0,Personal Loan,Personal,44500,13.55,0.221,1.464,0.488,1
26,Student,1.8,42624,646,7.4,1718,27510,0,1,0,Personal Loan,Education,67100,14.26,0.645,1.574,0.525,0
38,Employed,17.8,22546,700,17.9,880,2222,0,0,0,Personal Loan,Home Improvement,41800,10.36,0.099,1.854,0.618,1
32,Employed,7.0,47056,527,2.1,355,24373,0,3,0,Personal Loan,Debt Consolidation,21800,15.6,0.518,0.463,0.154,0
29,Employed,4.6,53216,503,4.6,631,8767,0,1,0,Personal Loan,Home Improvement,14700,15.74,0.165,0.276,0.092,0
31,Employed,8.5,47172,567,6.4,3835,15511,0,2,1,Personal Loan,Personal,36100,16.64,0.329,0.765,0.255,0
37,Employed,14.0,52702,672,1.4,121,6308,0,0,0,Personal Loan,Education,67400,11.82,0.12,1.279,0.426,1
38,Employed,5.4,38381,768,5.6,171,18512,0,0,0,Personal Loan,Medical,42900,9.9,0.482,1.118,0.373,1
53,Employed,5.5,78539,722,1.8,635,19802,0,1,0,Personal Loan,Medical,38100,9.92,0.252,0.485,0.162,1
46,Employed,4.4,69159,624,15.2,10983,39730,0,2,0,Personal Loan,Personal,100000,13.35,0.574,1.446,0.482,0
34,Self-Employed,6.1,15000,563,7.8,2327,6834,1,3,0,Personal Loan,Education,11100,16.4,0.456,0.74,0.247,0
35,Self-Employed,2.3,50672,550,6.8,266,8405,0,0,1,Personal Loan,Debt Consolidation,1900,15.21,0.166,0.037,0.012,0
40,Employed,14.3,22818,530,8.5,1000,6917,0,1,1,Personal Loan,Medical,30300,16.98,0.303,1.328,0.443,0
31,Employed,0.4,36896,638,11.1,12839,8566,0,0,0,Personal Loan,Debt Consolidation,20300,13.72,0.232,0.55,0.183,0
55,Self-Employed,4.1,60554,676,0.1,2,7319,0,1,0,Personal Loan,Home Improvement,100000,11.1,0.121,1.651,0.55,0
41,Employed,16.8,42906,565,2.4,122,12522,1,2,0,Personal Loan,Home Improvement,46600,15.67,0.292,1.086,0.362,0
32,Employed,3.6,19053,730,2.5,1379,4356,0,0,1,Personal Loan,Personal,5500,10.24,0.229,0.289,0.096,1
33,Employed,6.9,44768,675,11.1,535,21381,0,0,0,Personal Loan,Debt Consolidation,53700,11.19,0.478,1.2,0.4,0
44,Student,1.2,29679,643,6.1,28187,8199,0,0,0,Personal Loan,Medical,14200,13.4,0.276,0.478,0.159,1
20,Employed,1.4,62430,600,0.5,21,32668,0,0,0,Personal Loan,Medical,100000,13.31,0.523,1.602,0.534,0
39,Employed,17.5,40416,803,16.1,1211,10304,1,3,0,Personal Loan,Medical,48100,9.57,0.255,1.19,0.397,0
33,Employed,10.7,34698,591,1.5,97,6934,0,1,2,Personal Loan,Personal,25100,15.73,0.2,0.723,0.241,0
37,Employed,1.0,66758,591,16.2,7218,34348,0,1,0,Personal Loan,Business,56800,15.54,0.515,0.851,0.284,0
34,Employed,14.4,28925,677,2.0,125,11153,0,0,0,Personal Loan,Personal,25200,11.81,0.386,0.871,0.29,1
25,Employed,2.0,17592,564,4.8,134,3831,1,2,0,Personal Loan,Personal,6000,16.34,0.218,0.341,0.114,0
29,Student,0.8,15000,666,0.9,66,1402,0,0,0,Personal Loan,Education,8200,11.73,0.093,0.547,0.182,1
33,Employed,5.9,38617,609,1.3,15,5051,0,0,0,Personal Loan,Personal,48000,13.21,0.131,1.243,0.414,0
34,Employed,12.3,38590,669,15.3,1228,14004,0,1,0,Personal Loan,Education,1000,11.93,0.363,0.026,0.009,1
24,Student,0.6,21154,607,3.5,104,5272,0,0,0,Personal Loan,Medical,17200,14.76,0.249,0.813,0.271,0
44,Student,1.9,46061,697,7.3,139,28883,0,0,0,Personal Loan,Medical,42300,11.11,0.627,0.918,0.306,0
34,Employed,2.2,69686,772,8.8,429,18509,0,0,0,Personal Loan,Debt Consolidation,61100,8.74,0.266,0.877,0.292,1
36,Employed,2.7,34485,678,12.0,2330,20310,0,0,0,Personal Loan,Education,51500,12.15,0.589,1.493,0.498,0
31,Student,1.7,26332,590,12.7,297,4322,0,1,0,Personal Loan,Personal,46700,15.09,0.164,1.774,0.591,0
42,Employed,21.3,22721,540,20.2,798,13010,0,1,1,Personal Loan,Business,6900,15.48,0.573,0.304,0.101,0
25,Employed,6.5,94135,707,3.5,455,9022,0,0,1,Personal Loan,Education,100000,10.31,0.096,1.062,0.354,1
40,Employed,4.5,22715,653,10.8,358,3787,0,0,0,Personal Loan,Home Improvement,10800,12.81,0.167,0.475,0.158,1
53,Employed,30.3,20210,700,25.0,7056,3476,0,0,1,Personal Loan,Business,14300,10.38,0.172,0.708,0.236,1
29,Student,0.8,16346,489,0.3,6,4975,0,0,0,Personal Loan,Home Improvement,14200,16.33,0.304,0.869,0.29,0
30,Employed,4.0,55212,632,7.1,1621,15299,0,2,0,Personal Loan,Personal,76000,14.65,0.277,1.377,0.459,1
45,Employed,9.7,35584,674,12.4,1829,13491,0,0,0,Personal Loan,Debt Consolidation,33800,11.98,0.379,0.95,0.317,0
50,Employed,6.6,56546,627,6.3,5839,15082,0,0,0,Personal Loan,Education,92800,14.51,0.267,1.641,0.547,1
33,Self-Employed,1.8,45498,611,3.6,470,1341,0,0,0,Personal Loan,Personal,49800,14.75,0.029,1.095,0.365,0
35,Employed,15.0,22571,637,12.2,107,6632,0,1,0,Personal Loan,Personal,16400,14.42,0.294,0.727,0.242,1
18,Self-Employed,1.0,33160,540,1.0,10,11697,0,0,0,Personal Loan,Education,55600,16.13,0.353,1.677,0.559,0
25,Employed,6.2,24255,601,3.0,8,10827,0,1,0,Personal Loan,Debt Consolidation,22500,14.37,0.446,0.928,0.309,0
30,Employed,1.9,31256,666,2.4,172,7969,0,0,0,Personal Loan,Education,20600,11.74,0.255,0.659,0.22,1
46,Employed,10.8,46287,761,14.7,1548,24032,0,1,0,Personal Loan,Medical,87600,9.18,0.519,1.893,0.631,1
18,Student,1.7,18592,713,1.7,3,6626,0,0,0,Personal Loan,Debt Consolidation,4600,10.62,0.356,0.247,0.082,1
26,Employed,3.3,48058,529,3.8,97,19880,0,0,0,Personal Loan,Home Improvement,80400,15.42,0.414,1.673,0.558,0
26,Employed,4.1,52163,553,1.8,342,1241,0,0,0,Personal Loan,Personal,35100,15.45,0.024,0.673,0.224,0
51,Self-Employed,11.3,69198,694,6.1,4032,22961,0,0,0,Personal Loan,Home Improvement,22000,11.76,0.332,0.318,0.106,1
22,Employed,3.6,68577,581,3.8,426,38377,0,0,0,Personal Loan,Medical,43200,15.68,0.56,0.63,0.21,0
47,Employed,7.2,90785,659,19.1,22983,28136,0,0,0,Personal Loan,Home Improvement,100000,12.81,0.31,1.102,0.367,1
44,Employed,20.8,15000,744,18.7,374,7027,0,2,0,Personal Loan,Education,25200,10.28,0.468,1.68,0.56,1
25,Employed,3.3,80620,586,6.8,20323,16376,0,0,0,Personal Loan,Personal,100000,16.76,0.203,1.24,0.413,1
40,Employed,5.9,56424,582,18.7,5530,28702,0,3,2,Personal Loan,Personal,68400,15.2,0.509,1.212,0.404,0
26,Employed,5.3,26604,683,6.5,36,7642,0,0,0,Personal Loan,Personal,34300,11.0,0.287,1.289,0.43,1
45,Self-Employed,21.9,29952,611,20.0,1094,19225,0,1,0,Personal Loan,Business,38800,14.77,0.642,1.295,0.432,0
38,Employed,18.3,44017,661,8.8,522,8402,0,0,0,Personal Loan,Business,78800,12.5,0.191,1.79,0.597,1
30,Employed,2.8,70444,596,4.5,3761,25905,1,2,1,Personal Loan,Debt Consolidation,20100,16.57,0.368,0.285,0.095,0
29,Self-Employed,5.2,165617,654,7.2,7619,54350,0,1,0,Personal Loan,Home Improvement,44400,12.57,0.328,0.268,0.089,1
34,Self-Employed,3.2,48282,600,2.2,969,23389,0,0,0,Personal Loan,Personal,27200,13.97,0.484,0.563,0.188,0
38,Employed,1.4,47186,730,6.7,197,6181,0,0,0,Personal Loan,Medical,90600,9.95,0.131,1.92,0.64,1
39,Employed,9.8,37266,741,17.5,6768,6059,1,2,0,Personal Loan,Personal,5500,9.85,0.163,0.148,0.049,0
28,Self-Employed,2.6,94124,670,7.6,773,9587,0,0,0,Personal Loan,Education,15800,12.44,0.102,0.168,0.056,1
21,Employed,0.9,18749,504,0.5,22,3408,0,0,0,Personal Loan,Home Improvement,10800,16.96,0.182,0.576,0.192,0
35,Employed,14.9,18530,674,14.7,839,5867,0,2,0,Personal Loan,Business,32700,11.96,0.317,1.765,0.588,1
36,Self-Employed,5.5,97772,646,5.2,1456,31260,0,2,0,Personal Loan,Business,17700,14.24,0.32,0.181,0.06,1
38,Student,0.7,23981,652,19.9,300,3410,0,0,0,Personal Loan,Debt Consolidation,37700,11.18,0.142,1.572,0.524,0
